NUMERO_PIECE;DATE_ARRETE_COMPTABLE;DEVISE;SOCIETE;COMPTE_LOCAL;PARTENAIRE;CENTRE_FINANCE;TACHE;MONTANT_DEBIT;MONTANT_CREDIT;LIBELLE;CODE_FOLIO;TYPE_EVENEMENT;TYPE_DEPENSE;QUANTITE;DATE_PIECE_COMPTABLE;REGION;EDF_FLUX;EDF_CLEF_REFERENCE_01;EDF_DATE_VALEUR;EDF_NUM_OPERATION;EDF_CLEF_REFERENCE_02;FLAG_TVA;EDF_DATE_FACTURE;CODE_TAXE;EDF_REFERENCE_FACTURE;EDF_MONTANT_FACTURE
0000006150;27/07/2026;EUR;0001;609990;0;B00001370G;GX1713011D;3711.82;0;GX1713011D;THO;;MAIN  D'OEUVRE AU THO;51.51;27/07/2026;B00000007H;;;;;;;;;;
0000006151;27/07/2026;EUR;0001;609990;0;B00002862C;GT1749986W;65.91;0;GT1749986W;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000008J;;;;;;;;;;
0000006152;27/07/2026;EUR;0001;609990;0;B00001483K;GT1692466G;393.71;0;GT1692466G;THO;;MAIN  D'OEUVRE AU THO;5.85;27/07/2026;B00000003D;;;;;;;;;;
0000006153;27/07/2026;EUR;0001;609990;0;B00001074W;GX1740535F;266.00;0;GX1740535F;THO;;MAIN  D'OEUVRE AU THO;3.5;27/07/2026;B00000005F;;;;;;;;;;
0000006154;27/07/2026;EUR;0001;609990;0;B00003314R;GX1710551H;45.09;0;GX1710551H;THO;;MAIN  D'OEUVRE AU THO;0.5;27/07/2026;B00000007H;;;;;;;;;;
0000006155;27/07/2026;EUR;0001;609990;0;B00001227V;GT1743600N;192.18;0;GT1743600N;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000008J;;;;;;;;;;
0000006156;27/07/2026;EUR;0001;609990;0;B00001747K;GT1727286A;74.00;0;GT1727286A;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000006G;;;;;;;;;;
0000006157;27/07/2026;EUR;0001;609990;0;B00003068L;GX1680390J;1620.00;0;GX1680390J;THO;;MAIN  D'OEUVRE AU THO;36.0;27/07/2026;B00000005F;;;;;;;;;;
0000006158;27/07/2026;EUR;0119;609990;0;B00002624G;GX1580566Y;624.00;0;GX1580566Y;THO;;MAIN  D'OEUVRE AU THO;8.0;27/07/2026;B00000001B;;;;;;;;;;
0000006159;27/07/2026;EUR;0001;609990;0;B00002015P;GX1755708Y;393.78;0;GX1755708Y;THO;;MAIN  D'OEUVRE AU THO;6.0;27/07/2026;B00000007H;;;;;;;;;;
0000006160;27/07/2026;EUR;0001;609990;0;B00001544E;GT1704336W;393.71;0;GT1704336W;THO;;MAIN  D'OEUVRE AU THO;5.85;27/07/2026;B00000003D;;;;;;;;;;
0000006161;27/07/2026;EUR;0001;609990;0;B00001223P;GT1707409M;131.50;0;GT1707409M;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000006162;27/07/2026;EUR;0551;609990;0;B00002847K;GX1733053D;2348.25;0;GX1733053D;THO;;MAIN  D'OEUVRE AU THO;31.0;27/07/2026;B00000002C;;;;;;;;;;
0000006163;27/07/2026;EUR;0001;609990;0;B00001091P;GX1725362N;276.00;0;GX1725362N;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000005F;;;;;;;;;;
0000006164;27/07/2026;EUR;0630;609990;0;B00002234N;GX1685099K;1188.00;0;GX1685099K;THO;;MAIN  D'OEUVRE AU THO;18.0;27/07/2026;B00000004E;;;;;;;;;;
0000006165;27/07/2026;EUR;0001;609990;0;B00001223P;GT1722187F;138.08;0;GT1722187F;THO;;MAIN  D'OEUVRE AU THO;2.1;27/07/2026;B00000008J;;;;;;;;;;
0000006166;27/07/2026;EUR;0001;609990;0;B00003120W;GX1740512E;109.67;0;GX1740512E;THO;;MAIN  D'OEUVRE AU THO;1.77;27/07/2026;B00000007H;;;;;;;;;;
0000006167;27/07/2026;EUR;0001;609990;0;B00002767V;GX1580968E;268.00;0;GX1580968E;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000006G;;;;;;;;;;
0000006168;27/07/2026;EUR;0001;609990;0;B00001304G;GT1729181D;68.99;0;GT1729181D;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000002C;;;;;;;;;;
0000006169;27/07/2026;EUR;0001;609990;0;B00001370G;GX1747436Y;1441.93;0;GX1747436Y;THO;;MAIN  D'OEUVRE AU THO;20.01;27/07/2026;B00000007H;;;;;;;;;;
0000006170;27/07/2026;EUR;0001;609990;0;B00001803Z;GX1630487B;536.00;0;GX1630487B;THO;;MAIN  D'OEUVRE AU THO;8.0;27/07/2026;B00000006G;;;;;;;;;;
0000006171;27/07/2026;EUR;0001;609990;0;B00003369D;GT1734942A;594.10;0;GT1734942A;THO;;MAIN  D'OEUVRE AU THO;10.0;27/07/2026;B00000007H;;;;;;;;;;
0000006172;27/07/2026;EUR;0551;609990;0;B00001951S;GX1731262T;39058.88;0;GX1731262T;THO;;MAIN  D'OEUVRE AU THO;532.5;27/07/2026;B00000002C;;;;;;;;;;
0000006173;27/07/2026;EUR;0001;609990;0;B00001584A;GX1743585X;82.00;0;GX1743585X;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000004E;;;;;;;;;;
0000006174;27/07/2026;EUR;0001;609990;0;B00001474A;GT1462455F;11092.50;0;GT1462455F;THO;;MAIN  D'OEUVRE AU THO;174.0;27/07/2026;B00000003D;;;;;;;;;;
0000006175;27/07/2026;EUR;0001;609990;0;B00001788G;GX1735276E;198.00;0;GX1735276E;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000006G;;;;;;;;;;
0000006176;27/07/2026;EUR;0348;609990;0;B00001590G;GT1709575Z;573.75;0;GT1709575Z;THO;;MAIN  D'OEUVRE AU THO;7.65;27/07/2026;B00000004E;;;;;;;;;;
0000006177;27/07/2026;EUR;0001;609990;0;B00002863D;GT1713015H;65.91;0;GT1713015H;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000008J;;;;;;;;;;
0000006178;27/07/2026;EUR;0001;609990;0;B00002857X;GX1723638E;2504.58;0;GX1723638E;THO;;MAIN  D'OEUVRE AU THO;38.0;27/07/2026;B00000008J;;;;;;;;;;
0000006179;27/07/2026;EUR;0001;609990;0;B00003229V;GX1744498J;490.01;0;GX1744498J;THO;;MAIN  D'OEUVRE AU THO;7.82;27/07/2026;B00000008J;;;;;;;;;;
0000006180;27/07/2026;EUR;0001;609990;0;B00003121X;GX1748048T;340.78;0;GX1748048T;THO;;MAIN  D'OEUVRE AU THO;5.5;27/07/2026;B00000007H;;;;;;;;;;
0000006181;27/07/2026;EUR;0001;609990;0;B00001227V;GT1720657S;-320.30;0;GT1720657S;THO;;MAIN  D'OEUVRE AU THO;-5.0;27/07/2026;B00000008J;;;;;;;;;;
0000006182;27/07/2026;EUR;0001;609990;0;B00003166Y;GX1672592Y;66.67;0;GX1672592Y;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000003D;;;;;;;;;;
0000006183;27/07/2026;EUR;0001;609990;0;B00003262G;GX1621904Y;2520.00;0;GX1621904Y;THO;;MAIN  D'OEUVRE AU THO;35.0;27/07/2026;B00000005F;;;;;;;;;;
0000006184;27/07/2026;EUR;0001;609990;0;B00001564C;GX1713411H;640.00;0;GX1713411H;THO;;MAIN  D'OEUVRE AU THO;10.0;27/07/2026;B00000004E;;;;;;;;;;
0000006185;27/07/2026;EUR;0119;609990;0;B00002533D;GX1741690T;223.20;0;GX1741690T;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000001B;;;;;;;;;;
0000006186;27/07/2026;EUR;0001;609990;0;B00001231Z;GX1759287P;65.75;0;GX1759287P;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000008J;;;;;;;;;;
0000006187;27/07/2026;EUR;0001;609990;0;B00002751B;GT1750241K;124.00;0;GT1750241K;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000006G;;;;;;;;;;
0000006188;27/07/2026;EUR;0470;609990;0;B00002948A;GX1494752G;15840.00;0;GX1494752G;THO;;MAIN  D'OEUVRE AU THO;330.0;27/07/2026;B00000005F;;;;;;;;;;
0000006189;27/07/2026;EUR;0001;609990;0;B00001241K;GX1738817D;183.18;0;GX1738817D;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000008J;;;;;;;;;;
0000006190;27/07/2026;EUR;0001;609990;0;B00001314T;GT1707487B;117.80;0;GT1707487B;THO;;MAIN  D'OEUVRE AU THO;1.52;27/07/2026;B00000002C;;;;;;;;;;
0000006191;27/07/2026;EUR;0001;609990;0;B00001747K;GX1681644J;74.00;0;GX1681644J;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000006G;;;;;;;;;;
0000006192;27/07/2026;EUR;0001;609990;0;B00002864E;GX1640301D;14368.38;0;GX1640301D;THO;;MAIN  D'OEUVRE AU THO;218.0;27/07/2026;B00000008J;;;;;;;;;;
0000006193;27/07/2026;EUR;0001;609990;0;B00001255B;GX1728720E;302.46;0;GX1728720E;THO;;MAIN  D'OEUVRE AU THO;6.0;27/07/2026;B00000008J;;;;;;;;;;
0000006194;27/07/2026;EUR;0001;609990;0;B00002863D;GT1757430E;37.57;0;GT1757430E;THO;;MAIN  D'OEUVRE AU THO;0.57;27/07/2026;B00000008J;;;;;;;;;;
0000006195;27/07/2026;EUR;0001;609990;0;B00003275X;GX1491521K;172.88;0;GX1491521K;THO;;MAIN  D'OEUVRE AU THO;2.29;27/07/2026;B00000007H;;;;;;;;;;
0000006196;27/07/2026;EUR;0001;609990;0;B00001803Z;GT1708092N;33.50;0;GT1708092N;THO;;MAIN  D'OEUVRE AU THO;0.5;27/07/2026;B00000006G;;;;;;;;;;
0000006197;27/07/2026;EUR;0001;609990;0;B00001230Y;GT1738089B;65.75;0;GT1738089B;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000008J;;;;;;;;;;
0000006198;27/07/2026;EUR;0001;609990;0;B00002990Y;GX1740694L;180.78;0;GX1740694L;THO;;MAIN  D'OEUVRE AU THO;2.62;27/07/2026;B00000005F;;;;;;;;;;
0000006199;27/07/2026;EUR;0001;609990;0;B00001260G;GX1728355P;3026.46;0;GX1728355P;THO;;MAIN  D'OEUVRE AU THO;41.75;27/07/2026;B00000008J;;;;;;;;;;
0000006200;27/07/2026;EUR;0001;609990;0;B00001089M;GX1734318R;250.64;0;GX1734318R;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000008J;;;;;;;;;;
0000006201;27/07/2026;EUR;0001;609990;0;B00001089M;GT1692356G;197.38;0;GT1692356G;THO;;MAIN  D'OEUVRE AU THO;3.15;27/07/2026;B00000008J;;;;;;;;;;
0000006202;27/07/2026;EUR;0001;609990;0;B00001225S;GT1717260G;192.18;0;GT1717260G;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000008J;;;;;;;;;;
0000006203;27/07/2026;EUR;0001;609990;0;B00002962R;GX1652524T;1200.80;0;GX1652524T;THO;;MAIN  D'OEUVRE AU THO;19.0;27/07/2026;B00000007H;;;;;;;;;;
0000006204;27/07/2026;EUR;0001;609990;0;B00001238G;GX1749116G;230.16;0;GX1749116G;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000008J;;;;;;;;;;
0000006205;27/07/2026;EUR;0001;609990;0;B00001499D;GX1607140W;471.10;0;GX1607140W;THO;;MAIN  D'OEUVRE AU THO;7.0;27/07/2026;B00000003D;;;;;;;;;;
0000006206;27/07/2026;EUR;0001;609990;0;B00001747K;GX1681649P;74.00;0;GX1681649P;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000006G;;;;;;;;;;
0000006207;27/07/2026;EUR;0001;609990;0;B00002765S;GT1725468J;610.40;0;GT1725468J;THO;;MAIN  D'OEUVRE AU THO;8.72;27/07/2026;B00000005F;;;;;;;;;;
0000006208;27/07/2026;EUR;0001;609990;0;B00001816N;GX1614011D;274.03;0;GX1614011D;THO;;MAIN  D'OEUVRE AU THO;4.09;27/07/2026;B00000006G;;;;;;;;;;
0000006209;27/07/2026;EUR;0001;609990;0;B00001479F;GX1749595B;533.36;0;GX1749595B;THO;;MAIN  D'OEUVRE AU THO;8.0;27/07/2026;B00000003D;;;;;;;;;;
0000006210;27/07/2026;EUR;0001;609990;0;B00001573M;GX1694197Z;456.00;0;GX1694197Z;THO;;MAIN  D'OEUVRE AU THO;6.0;27/07/2026;B00000004E;;;;;;;;;;
0000006211;27/07/2026;EUR;0001;609990;0;B00001522E;GX1727841F;538.40;0;GX1727841F;THO;;MAIN  D'OEUVRE AU THO;8.0;27/07/2026;B00000003D;;;;;;;;;;
0000006212;27/07/2026;EUR;0348;609990;0;B00001637K;GX1745662G;75.00;0;GX1745662G;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000004E;;;;;;;;;;
0000006213;27/07/2026;EUR;0001;609990;0;B00001803Z;GT1753275H;134.00;0;GT1753275H;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000006G;;;;;;;;;;
0000006214;27/07/2026;EUR;0001;609990;0;B00001223P;GT1747818G;263.00;0;GT1747818G;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000008J;;;;;;;;;;
0000006215;27/07/2026;EUR;0001;609990;0;B00003121X;GT1735427B;123.92;0;GT1735427B;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000007H;;;;;;;;;;
0000006216;27/07/2026;EUR;0119;609990;0;B00002624G;GX1580562T;624.00;0;GX1580562T;THO;;MAIN  D'OEUVRE AU THO;8.0;27/07/2026;B00000001B;;;;;;;;;;
0000006217;27/07/2026;EUR;0001;609990;0;B00001530N;GT1738738N;605.70;0;GT1738738N;THO;;MAIN  D'OEUVRE AU THO;9.0;27/07/2026;B00000003D;;;;;;;;;;
0000006218;27/07/2026;EUR;0001;609990;0;B00001584A;GT1725011P;71.00;0;GT1725011P;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000004E;;;;;;;;;;
0000006219;27/07/2026;EUR;0001;609990;0;B00001223P;GT1737615M;131.50;0;GT1737615M;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000006220;27/07/2026;EUR;0001;609990;0;B00002734G;GX1663320L;2664.00;0;GX1663320L;THO;;MAIN  D'OEUVRE AU THO;37.0;27/07/2026;B00000006G;;;;;;;;;;
0000006221;27/07/2026;EUR;0001;609990;0;B00001227V;GT1630916N;320.30;0;GT1630916N;THO;;MAIN  D'OEUVRE AU THO;5.0;27/07/2026;B00000008J;;;;;;;;;;
0000006222;27/07/2026;EUR;0119;609990;0;B00002517K;GX1753325P;52.30;0;GX1753325P;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000001B;;;;;;;;;;
0000006223;27/07/2026;EUR;0001;609990;0;B00002015P;GX1748275B;393.78;0;GX1748275B;THO;;MAIN  D'OEUVRE AU THO;6.0;27/07/2026;B00000007H;;;;;;;;;;
0000006224;27/07/2026;EUR;0001;609990;0;B00003120W;GX1744473F;154.29;0;GX1744473F;THO;;MAIN  D'OEUVRE AU THO;2.49;27/07/2026;B00000007H;;;;;;;;;;
0000006225;27/07/2026;EUR;0001;609990;0;B00002691H;GX1729000Y;666.98;0;GX1729000Y;THO;;MAIN  D'OEUVRE AU THO;7.8;27/07/2026;B00000007H;;;;;;;;;;
0000006226;27/07/2026;EUR;0001;609990;0;B00002862C;GX1740259S;114.69;0;GX1740259S;THO;;MAIN  D'OEUVRE AU THO;1.74;27/07/2026;B00000008J;;;;;;;;;;
0000006227;27/07/2026;EUR;0001;609990;0;B00002691H;GX1612028A;1462.16;0;GX1612028A;THO;;MAIN  D'OEUVRE AU THO;14.0;27/07/2026;B00000007H;;;;;;;;;;
0000006228;27/07/2026;EUR;0001;609990;0;B00001230Y;GX1726220N;436.58;0;GX1726220N;THO;;MAIN  D'OEUVRE AU THO;6.64;27/07/2026;B00000008J;;;;;;;;;;
0000006229;27/07/2026;EUR;0001;609990;0;B00002863D;GT1757430E;263.64;0;GT1757430E;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000008J;;;;;;;;;;
0000006230;27/07/2026;EUR;0001;609990;0;B00001319Z;GT1748328L;77.50;0;GT1748328L;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000002C;;;;;;;;;;
0000006231;27/07/2026;EUR;0001;609990;0;B00002715K;GX1721567B;13829.44;0;GX1721567B;THO;;MAIN  D'OEUVRE AU THO;241.52;27/07/2026;B00000008J;;;;;;;;;;
0000006232;27/07/2026;EUR;0001;609990;0;B00001374L;GT1740103P;142.12;0;GT1740103P;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000007H;;;;;;;;;;
0000006233;27/07/2026;EUR;0001;609990;0;B00001230Y;GT1710577M;65.75;0;GT1710577M;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000008J;;;;;;;;;;
0000006234;27/07/2026;EUR;0001;609990;0;B00001499D;GT1698681V;1009.44;0;GT1698681V;THO;;MAIN  D'OEUVRE AU THO;16.0;27/07/2026;B00000003D;;;;;;;;;;
0000006235;27/07/2026;EUR;0119;609990;0;B00002531B;GX1750927P;669.60;0;GX1750927P;THO;;MAIN  D'OEUVRE AU THO;12.0;27/07/2026;B00000001B;;;;;;;;;;
0000006236;27/07/2026;EUR;0001;609990;0;B00001116T;GX1605422T;948.00;0;GX1605422T;THO;;MAIN  D'OEUVRE AU THO;12.0;27/07/2026;B00000005F;;;;;;;;;;
0000006237;27/07/2026;EUR;0001;609990;0;B00001546G;GX1430649M;63.09;0;GX1430649M;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000003D;;;;;;;;;;
0000006238;27/07/2026;EUR;0001;609990;0;B00001249V;GX1737759B;500.34;0;GX1737759B;THO;;MAIN  D'OEUVRE AU THO;6.0;27/07/2026;B00000008J;;;;;;;;;;
0000006239;27/07/2026;EUR;0001;609990;0;B00001356R;GT1736161K;396.72;0;GT1736161K;THO;;MAIN  D'OEUVRE AU THO;6.0;27/07/2026;B00000007H;;;;;;;;;;
0000006240;27/07/2026;EUR;0001;609990;0;B00002315F;GX1697153H;8598.06;0;GX1697153H;THO;;MAIN  D'OEUVRE AU THO;111.0;27/07/2026;B00000007H;;;;;;;;;;
0000006241;27/07/2026;EUR;0001;609990;0;B00001522E;GX1730371F;790.78;0;GX1730371F;THO;;MAIN  D'OEUVRE AU THO;11.75;27/07/2026;B00000003D;;;;;;;;;;
0000006242;27/07/2026;EUR;0551;609990;0;B00002846J;GX1691777Z;0.00;0;GX1691777Z;THO;;MAIN  D'OEUVRE AU THO;0.0;27/07/2026;B00000002C;;;;;;;;;;
0000006243;27/07/2026;EUR;0001;609990;0;B00001230Y;GT1746379X;50.63;0;GT1746379X;THO;;MAIN  D'OEUVRE AU THO;0.77;27/07/2026;B00000008J;;;;;;;;;;
0000006244;27/07/2026;EUR;0001;609990;0;B00001216G;GX1713291X;42.19;0;GX1713291X;THO;;MAIN  D'OEUVRE AU THO;0.64;27/07/2026;B00000008J;;;;;;;;;;
0000006245;27/07/2026;EUR;0001;609990;0;B00002861B;GX1474809V;4613.70;0;GX1474809V;THO;;MAIN  D'OEUVRE AU THO;70.0;27/07/2026;B00000008J;;;;;;;;;;
0000006246;27/07/2026;EUR;0001;609990;0;B00001750N;GT1747993F;180.56;0;GT1747993F;THO;;MAIN  D'OEUVRE AU THO;2.44;27/07/2026;B00000006G;;;;;;;;;;
0000006247;27/07/2026;EUR;0001;609990;0;B00002713H;GX1737013D;693.00;0;GX1737013D;THO;;MAIN  D'OEUVRE AU THO;10.5;27/07/2026;B00000005F;;;;;;;;;;
0000006248;27/07/2026;EUR;0401;609990;0;B00001301D;GX1662731S;275.96;0;GX1662731S;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000002C;;;;;;;;;;
0000006249;27/07/2026;EUR;0001;609990;0;B00001563B;GT1722625D;128.00;0;GT1722625D;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000004E;;;;;;;;;;
0000006250;27/07/2026;EUR;0001;609990;0;B00001573M;GX1686878G;304.00;0;GX1686878G;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000004E;;;;;;;;;;
0000006251;27/07/2026;EUR;0119;609990;0;B00003198J;GX1387930T;0.00;0;GX1387930T;THO;;MAIN  D'OEUVRE AU THO;0.0;27/07/2026;B00000001B;;;;;;;;;;
0000006252;27/07/2026;EUR;0001;609990;0;B00003080A;GX1626976L;750.00;0;GX1626976L;THO;;MAIN  D'OEUVRE AU THO;15.0;27/07/2026;B00000005F;;;;;;;;;;
0000006253;27/07/2026;EUR;0001;609990;0;B00001561Z;GX1721703F;140.00;0;GX1721703F;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000004E;;;;;;;;;;
0000006254;27/07/2026;EUR;0001;609990;0;B00001245P;GX1739054Y;151.50;0;GX1739054Y;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000008J;;;;;;;;;;
0000006255;27/07/2026;EUR;0119;609990;0;B00002531B;GX1751029F;1339.20;0;GX1751029F;THO;;MAIN  D'OEUVRE AU THO;24.0;27/07/2026;B00000001B;;;;;;;;;;
0000006256;27/07/2026;EUR;0001;609990;0;B00001227V;GT1686617K;-384.36;0;GT1686617K;THO;;MAIN  D'OEUVRE AU THO;-6.0;27/07/2026;B00000008J;;;;;;;;;;
0000006257;27/07/2026;EUR;0001;609990;0;B00001238G;GX1701758R;1035.72;0;GX1701758R;THO;;MAIN  D'OEUVRE AU THO;18.0;27/07/2026;B00000008J;;;;;;;;;;
0000006258;27/07/2026;EUR;0348;609990;0;B00001637K;GX1745664J;75.00;0;GX1745664J;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000004E;;;;;;;;;;
0000006259;27/07/2026;EUR;0001;609990;0;B00002862C;GT1738814A;131.82;0;GT1738814A;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000006260;27/07/2026;EUR;0001;609990;0;B00001064J;GT1738080R;712.50;0;GT1738080R;THO;;MAIN  D'OEUVRE AU THO;9.5;27/07/2026;B00000005F;;;;;;;;;;
0000006261;27/07/2026;EUR;0001;609990;0;B00001544E;GT1748132N;188.44;0;GT1748132N;THO;;MAIN  D'OEUVRE AU THO;2.8;27/07/2026;B00000003D;;;;;;;;;;
0000006262;27/07/2026;EUR;0001;609990;0;B00001227V;GT1724224W;256.24;0;GT1724224W;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000008J;;;;;;;;;;
0000006263;27/07/2026;EUR;0119;609990;0;B00002521P;GX1709142G;1882.80;0;GX1709142G;THO;;MAIN  D'OEUVRE AU THO;36.0;27/07/2026;B00000001B;;;;;;;;;;
0000006264;27/07/2026;EUR;0001;609990;0;B00001495Z;GT1707859Z;36.35;0;GT1707859Z;THO;;MAIN  D'OEUVRE AU THO;0.54;27/07/2026;B00000003D;;;;;;;;;;
0000006265;27/07/2026;EUR;0001;609990;0;B00001755V;GT1682724L;530.37;0;GT1682724L;THO;;MAIN  D'OEUVRE AU THO;7.47;27/07/2026;B00000006G;;;;;;;;;;
0000006266;27/07/2026;EUR;0001;609990;0;B00001309M;GX1721740Y;465.00;0;GX1721740Y;THO;;MAIN  D'OEUVRE AU THO;6.0;27/07/2026;B00000002C;;;;;;;;;;
0000006267;27/07/2026;EUR;0401;609990;0;B00001301D;GT1699495V;137.98;0;GT1699495V;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000002C;;;;;;;;;;
0000006268;27/07/2026;EUR;0001;609990;0;B00001787F;GX1720541K;1.46;0;GX1720541K;THO;;MAIN  D'OEUVRE AU THO;0.02;27/07/2026;B00000006G;;;;;;;;;;
0000006269;27/07/2026;EUR;0001;609990;0;B00001548J;GT1698037M;201.90;0;GT1698037M;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000003D;;;;;;;;;;
0000006270;27/07/2026;EUR;0551;609990;0;B00002847K;GX1703311F;2727.00;0;GX1703311F;THO;;MAIN  D'OEUVRE AU THO;36.0;27/07/2026;B00000002C;;;;;;;;;;
0000006271;27/07/2026;EUR;0001;609990;0;B00001353M;GT1719025M;297.64;0;GT1719025M;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000007H;;;;;;;;;;
0000006272;27/07/2026;EUR;0001;609990;0;B00001489S;GT1753883Z;221.42;0;GT1753883Z;THO;;MAIN  D'OEUVRE AU THO;3.29;27/07/2026;B00000003D;;;;;;;;;;
0000006273;27/07/2026;EUR;0001;609990;0;B00003120W;GX1744478L;1.24;0;GX1744478L;THO;;MAIN  D'OEUVRE AU THO;0.02;27/07/2026;B00000007H;;;;;;;;;;
0000006274;27/07/2026;EUR;0001;609990;0;B00001775S;GT1739105F;155.00;0;GT1739105F;THO;;MAIN  D'OEUVRE AU THO;2.5;27/07/2026;B00000006G;;;;;;;;;;
0000006275;27/07/2026;EUR;0119;609990;0;B00002527X;GX1733925V;209.20;0;GX1733925V;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000001B;;;;;;;;;;
0000006276;27/07/2026;EUR;0001;609990;0;B00001051V;GT1730114N;375.96;0;GT1730114N;THO;;MAIN  D'OEUVRE AU THO;6.0;27/07/2026;B00000008J;;;;;;;;;;
0000006277;27/07/2026;EUR;0001;609990;0;B00002713H;GX1720581F;264.00;0;GX1720581F;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000005F;;;;;;;;;;
0000006278;27/07/2026;EUR;0001;609990;0;B00001225S;GT1726750R;64.06;0;GT1726750R;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000008J;;;;;;;;;;
0000006279;27/07/2026;EUR;0001;609990;0;B00001530N;GX1757428C;114.41;0;GX1757428C;THO;;MAIN  D'OEUVRE AU THO;1.7;27/07/2026;B00000003D;;;;;;;;;;
0000006280;27/07/2026;EUR;0001;609990;0;B00002717M;GT1739489S;260.10;0;GT1739489S;THO;;MAIN  D'OEUVRE AU THO;3.6;27/07/2026;B00000007H;;;;;;;;;;
0000006281;27/07/2026;EUR;0001;609990;0;B00001375M;GX1740283V;262.52;0;GX1740283V;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000007H;;;;;;;;;;
0000006282;27/07/2026;EUR;0001;609990;0;B00001583Z;GX1696591V;109.80;0;GX1696591V;THO;;MAIN  D'OEUVRE AU THO;1.8;27/07/2026;B00000004E;;;;;;;;;;
0000006283;27/07/2026;EUR;0001;609990;0;B00001561Z;GT1701048J;287.00;0;GT1701048J;THO;;MAIN  D'OEUVRE AU THO;4.1;27/07/2026;B00000004E;;;;;;;;;;
0000006284;27/07/2026;EUR;0001;609990;0;B00002854T;GX1730633D;62.00;0;GX1730633D;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000005F;;;;;;;;;;
0000006285;27/07/2026;EUR;0001;609990;0;B00001090N;GT1738835Z;20.06;0;GT1738835Z;THO;;MAIN  D'OEUVRE AU THO;0.32;27/07/2026;B00000008J;;;;;;;;;;
0000006286;27/07/2026;EUR;0119;609990;0;B00002520N;GX1728200N;209.20;0;GX1728200N;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000001B;;;;;;;;;;
