NUMERO_PIECE;DATE_ARRETE_COMPTABLE;DEVISE;SOCIETE;COMPTE_LOCAL;PARTENAIRE;CENTRE_FINANCE;TACHE;MONTANT_DEBIT;MONTANT_CREDIT;LIBELLE;CODE_FOLIO;TYPE_EVENEMENT;TYPE_DEPENSE;QUANTITE;DATE_PIECE_COMPTABLE;REGION;EDF_FLUX;EDF_CLEF_REFERENCE_01;EDF_DATE_VALEUR;EDF_NUM_OPERATION;EDF_CLEF_REFERENCE_02;FLAG_TVA;EDF_DATE_FACTURE;CODE_TAXE;EDF_REFERENCE_FACTURE;EDF_MONTANT_FACTURE
0000020782;27/07/2026;EUR;0001;609990;0;B00003313P;GL1642156L;108.64;0;GL1642156L;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020783;27/07/2026;EUR;0001;609990;0;B00003315S;GL0799940Y;281.38;0;GL0799940Y;THO;;MAIN  D'OEUVRE AU THO;2.59;27/07/2026;B00000007H;;;;;;;;;;
0000020784;27/07/2026;EUR;0001;609990;0;B00003314R;GL1560298R;247.70;0;GL1560298R;THO;;MAIN  D'OEUVRE AU THO;2.28;27/07/2026;B00000007H;;;;;;;;;;
0000020785;27/07/2026;EUR;0001;609990;0;B00003312N;GL0846639P;54.32;0;GL0846639P;THO;;MAIN  D'OEUVRE AU THO;0.5;27/07/2026;B00000007H;;;;;;;;;;
0000020786;27/07/2026;EUR;0001;609990;0;B00003312N;GL1634299H;108.64;0;GL1634299H;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020787;27/07/2026;EUR;0001;609990;0;B00003312N;GL1634255H;708.34;0;GL1634255H;THO;;MAIN  D'OEUVRE AU THO;6.52;27/07/2026;B00000007H;;;;;;;;;;
0000020788;27/07/2026;EUR;0001;609990;0;B00003314R;GL0916921F;45.63;0;GL0916921F;THO;;MAIN  D'OEUVRE AU THO;0.42;27/07/2026;B00000007H;;;;;;;;;;
0000020789;27/07/2026;EUR;0001;609990;0;B00003313P;GL0354792Y;459.55;0;GL0354792Y;THO;;MAIN  D'OEUVRE AU THO;4.23;27/07/2026;B00000007H;;;;;;;;;;
0000020790;27/07/2026;EUR;0001;609990;0;B00003312N;GL0029485F;441.08;0;GL0029485F;THO;;MAIN  D'OEUVRE AU THO;4.06;27/07/2026;B00000007H;;;;;;;;;;
0000020791;27/07/2026;EUR;0001;609990;0;B00003312N;GL1634249B;281.38;0;GL1634249B;THO;;MAIN  D'OEUVRE AU THO;2.59;27/07/2026;B00000007H;;;;;;;;;;
0000020792;27/07/2026;EUR;0001;609990;0;B00003312N;GL0029489K;2437.89;0;GL0029489K;THO;;MAIN  D'OEUVRE AU THO;22.44;27/07/2026;B00000007H;;;;;;;;;;
0000020793;27/07/2026;EUR;0001;609990;0;B00003312N;GL1634244W;1489.46;0;GL1634244W;THO;;MAIN  D'OEUVRE AU THO;13.71;27/07/2026;B00000007H;;;;;;;;;;
0000020794;27/07/2026;EUR;0001;609990;0;B00003313P;GL0749822W;108.64;0;GL0749822W;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020795;27/07/2026;EUR;0001;609990;0;B00003312N;GL1561333S;217.28;0;GL1561333S;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000007H;;;;;;;;;;
0000020796;27/07/2026;EUR;0001;609990;0;B00003312N;GL0645762W;2.18;0;GL0645762W;THO;;MAIN  D'OEUVRE AU THO;0.02;27/07/2026;B00000007H;;;;;;;;;;
0000020797;27/07/2026;EUR;0001;609990;0;B00003314R;GL1397690J;217.28;0;GL1397690J;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000007H;;;;;;;;;;
0000020798;27/07/2026;EUR;0001;609990;0;B00003313P;GL1157213P;434.56;0;GL1157213P;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000007H;;;;;;;;;;
0000020799;27/07/2026;EUR;0001;609990;0;B00003315S;GL0220584N;108.64;0;GL0220584N;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020800;27/07/2026;EUR;0001;609990;0;B00003313P;GL0600575X;217.28;0;GL0600575X;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000007H;;;;;;;;;;
0000020801;27/07/2026;EUR;0001;609990;0;B00003313P;GL0969725K;132.55;0;GL0969725K;THO;;MAIN  D'OEUVRE AU THO;1.22;27/07/2026;B00000007H;;;;;;;;;;
0000020802;27/07/2026;EUR;0001;609990;0;B00002713H;GL1427841X;217.28;0;GL1427841X;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000005F;;;;;;;;;;
0000020803;27/07/2026;EUR;0001;609990;0;B00003312N;GL1634309V;217.28;0;GL1634309V;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000007H;;;;;;;;;;
0000020804;27/07/2026;EUR;0001;609990;0;B00003312N;GL1634252E;773.52;0;GL1634252E;THO;;MAIN  D'OEUVRE AU THO;7.12;27/07/2026;B00000007H;;;;;;;;;;
0000020805;27/07/2026;EUR;0001;609990;0;B00003312N;GL1634325M;382.42;0;GL1634325M;THO;;MAIN  D'OEUVRE AU THO;3.52;27/07/2026;B00000007H;;;;;;;;;;
0000020806;27/07/2026;EUR;0001;609990;0;B00003314R;GL1206056T;10621.88;0;GL1206056T;THO;;MAIN  D'OEUVRE AU THO;97.77;27/07/2026;B00000007H;;;;;;;;;;
0000020807;27/07/2026;EUR;0001;609990;0;B00003314R;GL0032357V;851.31;0;GL0032357V;THO;;MAIN  D'OEUVRE AU THO;7.84;27/07/2026;B00000007H;;;;;;;;;;
0000020808;27/07/2026;EUR;0001;609990;0;B00003312N;GL1446574J;54.32;0;GL1446574J;THO;;MAIN  D'OEUVRE AU THO;0.5;27/07/2026;B00000007H;;;;;;;;;;
0000020809;27/07/2026;EUR;0001;609990;0;B00003312N;GL1634280L;271.60;0;GL1634280L;THO;;MAIN  D'OEUVRE AU THO;2.5;27/07/2026;B00000007H;;;;;;;;;;
0000020810;27/07/2026;EUR;0001;609990;0;B00003313P;GL1540574C;108.64;0;GL1540574C;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020811;27/07/2026;EUR;0001;609990;0;B00003312N;GL1634240R;325.92;0;GL1634240R;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000007H;;;;;;;;;;
0000020812;27/07/2026;EUR;0001;609990;0;B00003315S;GL0009011P;27.16;0;GL0009011P;THO;;MAIN  D'OEUVRE AU THO;0.25;27/07/2026;B00000007H;;;;;;;;;;
0000020813;27/07/2026;EUR;0001;609990;0;B00003312N;GL1445530Y;271.60;0;GL1445530Y;THO;;MAIN  D'OEUVRE AU THO;2.5;27/07/2026;B00000007H;;;;;;;;;;
0000020814;27/07/2026;EUR;0001;609990;0;B00003312N;GL0645758R;54.32;0;GL0645758R;THO;;MAIN  D'OEUVRE AU THO;0.5;27/07/2026;B00000007H;;;;;;;;;;
0000020815;27/07/2026;EUR;0001;609990;0;B00003313P;GL0217562E;19354.16;0;GL0217562E;THO;;MAIN  D'OEUVRE AU THO;178.15;27/07/2026;B00000007H;;;;;;;;;;
0000020816;27/07/2026;EUR;0001;609990;0;B00003312N;GL1102368R;1164.63;0;GL1102368R;THO;;MAIN  D'OEUVRE AU THO;10.72;27/07/2026;B00000007H;;;;;;;;;;
0000020817;27/07/2026;EUR;0001;609990;0;B00003312N;GL1057774R;687.70;0;GL1057774R;THO;;MAIN  D'OEUVRE AU THO;6.33;27/07/2026;B00000007H;;;;;;;;;;
0000020818;27/07/2026;EUR;0001;609990;0;B00003312N;GL0029484E;4329.31;0;GL0029484E;THO;;MAIN  D'OEUVRE AU THO;39.85;27/07/2026;B00000007H;;;;;;;;;;
0000020819;27/07/2026;EUR;0001;609990;0;B00003312N;GL0029488J;1924.02;0;GL0029488J;THO;;MAIN  D'OEUVRE AU THO;17.71;27/07/2026;B00000007H;;;;;;;;;;
0000020820;27/07/2026;EUR;0001;609990;0;B00003315S;GL0799930L;3092.70;0;GL0799930L;THO;;MAIN  D'OEUVRE AU THO;28.47;27/07/2026;B00000007H;;;;;;;;;;
0000020821;27/07/2026;EUR;0001;609990;0;B00003312N;GL1634315B;217.28;0;GL1634315B;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000007H;;;;;;;;;;
0000020822;27/07/2026;EUR;0001;609990;0;B00003312N;GL1634225Z;108.64;0;GL1634225Z;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020823;27/07/2026;EUR;0001;609990;0;B00003312N;GL0978974W;142.32;0;GL0978974W;THO;;MAIN  D'OEUVRE AU THO;1.31;27/07/2026;B00000007H;;;;;;;;;;
0000020824;27/07/2026;EUR;0001;609990;0;B00003314R;GL1395956N;2416.16;0;GL1395956N;THO;;MAIN  D'OEUVRE AU THO;22.24;27/07/2026;B00000007H;;;;;;;;;;
0000020825;27/07/2026;EUR;0001;609990;0;B00003312N;GL0220127V;1846.97;0;GL0220127V;THO;;MAIN  D'OEUVRE AU THO;17.0;27/07/2026;B00000007H;;;;;;;;;;
0000020826;27/07/2026;EUR;0001;609990;0;B00003313P;GL1292688N;1140.72;0;GL1292688N;THO;;MAIN  D'OEUVRE AU THO;10.5;27/07/2026;B00000007H;;;;;;;;;;
0000020827;27/07/2026;EUR;0001;609990;0;B00003313P;GL0008523K;597.52;0;GL0008523K;THO;;MAIN  D'OEUVRE AU THO;5.5;27/07/2026;B00000007H;;;;;;;;;;
0000020828;27/07/2026;EUR;0001;609990;0;B00003312N;GL0220123P;1738.33;0;GL0220123P;THO;;MAIN  D'OEUVRE AU THO;16.0;27/07/2026;B00000007H;;;;;;;;;;
0000020829;27/07/2026;EUR;0001;609990;0;B00003315S;GL0016274T;13210.08;0;GL0016274T;THO;;MAIN  D'OEUVRE AU THO;121.59;27/07/2026;B00000007H;;;;;;;;;;
0000020830;27/07/2026;EUR;0001;609990;0;B00002713H;GL1456637V;1032.08;0;GL1456637V;THO;;MAIN  D'OEUVRE AU THO;9.5;27/07/2026;B00000005F;;;;;;;;;;
0000020831;27/07/2026;EUR;0001;609990;0;B00003312N;GL1634302L;651.84;0;GL1634302L;THO;;MAIN  D'OEUVRE AU THO;6.0;27/07/2026;B00000007H;;;;;;;;;;
0000020832;27/07/2026;EUR;0001;609990;0;B00003314R;GL0043199P;1936.91;0;GL0043199P;THO;;MAIN  D'OEUVRE AU THO;17.83;27/07/2026;B00000007H;;;;;;;;;;
0000020833;27/07/2026;EUR;0001;609990;0;B00003315S;GL0009010N;2.18;0;GL0009010N;THO;;MAIN  D'OEUVRE AU THO;0.02;27/07/2026;B00000007H;;;;;;;;;;
0000020834;27/07/2026;EUR;0001;609990;0;B00003312N;GL0217814R;2996.30;0;GL0217814R;THO;;MAIN  D'OEUVRE AU THO;27.58;27/07/2026;B00000007H;;;;;;;;;;
0000020835;27/07/2026;EUR;0001;609990;0;B00003312N;GL1445427F;6154.46;0;GL1445427F;THO;;MAIN  D'OEUVRE AU THO;56.65;27/07/2026;B00000007H;;;;;;;;;;
0000020836;27/07/2026;EUR;0001;609990;0;B00003312N;GL1131463D;217.28;0;GL1131463D;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000007H;;;;;;;;;;
0000020837;27/07/2026;EUR;0001;609990;0;B00003315S;GL1427459M;706.16;0;GL1427459M;THO;;MAIN  D'OEUVRE AU THO;6.5;27/07/2026;B00000007H;;;;;;;;;;
0000020838;27/07/2026;EUR;0001;609990;0;B00003312N;GL0899728T;7794.51;0;GL0899728T;THO;;MAIN  D'OEUVRE AU THO;82.31;27/07/2026;B00000007H;;;;;;;;;;
0000020839;27/07/2026;EUR;0001;609990;0;B00003312N;GL0709903H;3278.31;0;GL0709903H;THO;;MAIN  D'OEUVRE AU THO;34.62;27/07/2026;B00000007H;;;;;;;;;;
0000020840;27/07/2026;EUR;0001;609990;0;B00003313P;GL1269836W;18.94;0;GL1269836W;THO;;MAIN  D'OEUVRE AU THO;0.2;27/07/2026;B00000007H;;;;;;;;;;
0000020841;27/07/2026;EUR;0001;609990;0;B00003313P;GL0008562E;1.90;0;GL0008562E;THO;;MAIN  D'OEUVRE AU THO;0.02;27/07/2026;B00000007H;;;;;;;;;;
0000020842;27/07/2026;EUR;0001;609990;0;B00003313P;GL1342869M;94.70;0;GL1342869M;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020843;27/07/2026;EUR;0001;609990;0;B00003313P;GL1661162J;531.27;0;GL1661162J;THO;;MAIN  D'OEUVRE AU THO;5.61;27/07/2026;B00000007H;;;;;;;;;;
0000020844;27/07/2026;EUR;0001;609990;0;B00003313P;GL0008873H;125.01;0;GL0008873H;THO;;MAIN  D'OEUVRE AU THO;1.32;27/07/2026;B00000007H;;;;;;;;;;
0000020845;27/07/2026;EUR;0001;609990;0;B00003313P;GL0822655K;94.70;0;GL0822655K;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020846;27/07/2026;EUR;0001;609990;0;B00003312N;GL0217794T;2703.73;0;GL0217794T;THO;;MAIN  D'OEUVRE AU THO;28.55;27/07/2026;B00000007H;;;;;;;;;;
0000020847;27/07/2026;EUR;0001;609990;0;B00003313P;GL0802315X;39.78;0;GL0802315X;THO;;MAIN  D'OEUVRE AU THO;0.42;27/07/2026;B00000007H;;;;;;;;;;
0000020848;27/07/2026;EUR;0001;609990;0;B00003313P;GL0981047B;16.10;0;GL0981047B;THO;;MAIN  D'OEUVRE AU THO;0.17;27/07/2026;B00000007H;;;;;;;;;;
0000020849;27/07/2026;EUR;0001;609990;0;B00003312N;GL0873441X;148.68;0;GL0873441X;THO;;MAIN  D'OEUVRE AU THO;1.57;27/07/2026;B00000007H;;;;;;;;;;
0000020850;27/07/2026;EUR;0001;609990;0;B00003313P;GL1675140T;94.70;0;GL1675140T;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020851;27/07/2026;EUR;0001;609990;0;B00003313P;GL0524515P;562.52;0;GL0524515P;THO;;MAIN  D'OEUVRE AU THO;5.94;27/07/2026;B00000007H;;;;;;;;;;
0000020852;27/07/2026;EUR;0001;609990;0;B00003313P;GL1023084W;396.80;0;GL1023084W;THO;;MAIN  D'OEUVRE AU THO;4.19;27/07/2026;B00000007H;;;;;;;;;;
0000020853;27/07/2026;EUR;0001;609990;0;B00003313P;GL1264554T;233.91;0;GL1264554T;THO;;MAIN  D'OEUVRE AU THO;2.47;27/07/2026;B00000007H;;;;;;;;;;
0000020854;27/07/2026;EUR;0001;609990;0;B00003312N;GL1607156N;164.78;0;GL1607156N;THO;;MAIN  D'OEUVRE AU THO;1.74;27/07/2026;B00000007H;;;;;;;;;;
0000020855;27/07/2026;EUR;0001;609990;0;B00003313P;GL1418459K;47.35;0;GL1418459K;THO;;MAIN  D'OEUVRE AU THO;0.5;27/07/2026;B00000007H;;;;;;;;;;
0000020856;27/07/2026;EUR;0001;609990;0;B00003313P;GL0216788A;94.70;0;GL0216788A;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020857;27/07/2026;EUR;0001;609990;0;B00003313P;GL0354792Y;236.75;0;GL0354792Y;THO;;MAIN  D'OEUVRE AU THO;2.5;27/07/2026;B00000007H;;;;;;;;;;
0000020858;27/07/2026;EUR;0001;609990;0;B00003313P;GL1712915V;20.84;0;GL1712915V;THO;;MAIN  D'OEUVRE AU THO;0.22;27/07/2026;B00000007H;;;;;;;;;;
0000020859;27/07/2026;EUR;0001;609990;0;B00003313P;GL0722458A;189.40;0;GL0722458A;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000007H;;;;;;;;;;
0000020860;27/07/2026;EUR;0001;609990;0;B00003313P;GL0647105X;634.49;0;GL0647105X;THO;;MAIN  D'OEUVRE AU THO;6.7;27/07/2026;B00000007H;;;;;;;;;;
0000020861;27/07/2026;EUR;0001;609990;0;B00003313P;GL0749822W;696.05;0;GL0749822W;THO;;MAIN  D'OEUVRE AU THO;7.35;27/07/2026;B00000007H;;;;;;;;;;
0000020862;27/07/2026;EUR;0001;609990;0;B00003313P;GL1326160A;287.89;0;GL1326160A;THO;;MAIN  D'OEUVRE AU THO;3.04;27/07/2026;B00000007H;;;;;;;;;;
0000020863;27/07/2026;EUR;0001;609990;0;B00003313P;GL1661071F;94.70;0;GL1661071F;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020864;27/07/2026;EUR;0001;609990;0;B00003313P;GL1157213P;267.06;0;GL1157213P;THO;;MAIN  D'OEUVRE AU THO;2.82;27/07/2026;B00000007H;;;;;;;;;;
0000020865;27/07/2026;EUR;0001;609990;0;B00003313P;GL0008568L;27.47;0;GL0008568L;THO;;MAIN  D'OEUVRE AU THO;0.29;27/07/2026;B00000007H;;;;;;;;;;
0000020866;27/07/2026;EUR;0001;609990;0;B00003313P;GL1729134A;1.90;0;GL1729134A;THO;;MAIN  D'OEUVRE AU THO;0.02;27/07/2026;B00000007H;;;;;;;;;;
0000020867;27/07/2026;EUR;0001;609990;0;B00003313P;GL0600575X;361.76;0;GL0600575X;THO;;MAIN  D'OEUVRE AU THO;3.82;27/07/2026;B00000007H;;;;;;;;;;
0000020868;27/07/2026;EUR;0001;609990;0;B00003313P;GL0742358N;7627.71;0;GL0742358N;THO;;MAIN  D'OEUVRE AU THO;80.55;27/07/2026;B00000007H;;;;;;;;;;
0000020869;27/07/2026;EUR;0001;609990;0;B00003313P;GL1093225B;94.70;0;GL1093225B;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020870;27/07/2026;EUR;0001;609990;0;B00003313P;GL0632029P;47.35;0;GL0632029P;THO;;MAIN  D'OEUVRE AU THO;0.5;27/07/2026;B00000007H;;;;;;;;;;
0000020871;27/07/2026;EUR;0001;609990;0;B00003313P;GL0220311D;107.96;0;GL0220311D;THO;;MAIN  D'OEUVRE AU THO;1.14;27/07/2026;B00000007H;;;;;;;;;;
0000020872;27/07/2026;EUR;0001;609990;0;B00003313P;GL0397700G;277.48;0;GL0397700G;THO;;MAIN  D'OEUVRE AU THO;2.93;27/07/2026;B00000007H;;;;;;;;;;
0000020873;27/07/2026;EUR;0001;609990;0;B00003313P;GL0217562E;43573.98;0;GL0217562E;THO;;MAIN  D'OEUVRE AU THO;460.13;27/07/2026;B00000007H;;;;;;;;;;
0000020874;27/07/2026;EUR;0001;609990;0;B00003312N;GL0978974W;546.42;0;GL0978974W;THO;;MAIN  D'OEUVRE AU THO;5.77;27/07/2026;B00000007H;;;;;;;;;;
0000020875;27/07/2026;EUR;0001;609990;0;B00003314R;GL1395956N;361.76;0;GL1395956N;THO;;MAIN  D'OEUVRE AU THO;3.82;27/07/2026;B00000007H;;;;;;;;;;
0000020876;27/07/2026;EUR;0001;609990;0;B00003313P;GL1342951F;236.75;0;GL1342951F;THO;;MAIN  D'OEUVRE AU THO;2.5;27/07/2026;B00000007H;;;;;;;;;;
0000020877;27/07/2026;EUR;0001;609990;0;B00003313P;GL0667748E;427.10;0;GL0667748E;THO;;MAIN  D'OEUVRE AU THO;4.51;27/07/2026;B00000007H;;;;;;;;;;
0000020878;27/07/2026;EUR;0001;609990;0;B00003313P;GL0008523K;94.70;0;GL0008523K;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020879;27/07/2026;EUR;0001;609990;0;B00003313P;GL1587919D;1.90;0;GL1587919D;THO;;MAIN  D'OEUVRE AU THO;0.02;27/07/2026;B00000007H;;;;;;;;;;
0000020880;27/07/2026;EUR;0001;609990;0;B00003315S;GL0016274T;1725.62;0;GL0016274T;THO;;MAIN  D'OEUVRE AU THO;18.22;27/07/2026;B00000007H;;;;;;;;;;
0000020881;27/07/2026;EUR;0001;609990;0;B00003313P;GL1453942G;94.70;0;GL1453942G;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020882;27/07/2026;EUR;0001;609990;0;B00003313P;GL0712818W;47.35;0;GL0712818W;THO;;MAIN  D'OEUVRE AU THO;0.5;27/07/2026;B00000007H;;;;;;;;;;
0000020883;27/07/2026;EUR;0001;609990;0;B00003313P;GL1057767H;331.45;0;GL1057767H;THO;;MAIN  D'OEUVRE AU THO;3.5;27/07/2026;B00000007H;;;;;;;;;;
0000020884;27/07/2026;EUR;0001;609990;0;B00003313P;GL0065092T;16.10;0;GL0065092T;THO;;MAIN  D'OEUVRE AU THO;0.17;27/07/2026;B00000007H;;;;;;;;;;
0000020885;27/07/2026;EUR;0001;609990;0;B00003313P;GL1301096T;245.28;0;GL1301096T;THO;;MAIN  D'OEUVRE AU THO;2.59;27/07/2026;B00000007H;;;;;;;;;;
0000020886;27/07/2026;EUR;0001;609990;0;B00003312N;GL1131463D;142.05;0;GL1131463D;THO;;MAIN  D'OEUVRE AU THO;1.5;27/07/2026;B00000007H;;;;;;;;;;
0000020887;27/07/2026;EUR;0001;609990;0;B00003313P;GL0985969V;94.70;0;GL0985969V;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020888;27/07/2026;EUR;0001;609990;0;B00003313P;GL0008688Y;94.70;0;GL0008688Y;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000020889;27/07/2026;EUR;0001;609990;0;B00003313P;GL1499362W;553.05;0;GL1499362W;THO;;MAIN  D'OEUVRE AU THO;5.84;27/07/2026;B00000007H;;;;;;;;;;
0000020890;27/07/2026;EUR;0001;609990;0;B00003313P;GL1086716E;110.80;0;GL1086716E;THO;;MAIN  D'OEUVRE AU THO;1.17;27/07/2026;B00000007H;;;;;;;;;;
0000020891;27/07/2026;EUR;0001;609990;0;B00002721S;GL1636135V;45.88;0;GL1636135V;THO;;MAIN  D'OEUVRE AU THO;0.74;27/07/2026;B00000005F;;;;;;;;;;
0000020892;27/07/2026;EUR;0001;609990;0;B00002657V;GL1205352T;12962.12;0;GL1205352T;THO;;MAIN  D'OEUVRE AU THO;209.07;27/07/2026;B00000005F;;;;;;;;;;
0000020893;27/07/2026;EUR;0001;609990;0;B00002657V;GL0031706E;34154.65;0;GL0031706E;THO;;MAIN  D'OEUVRE AU THO;550.88;27/07/2026;B00000005F;;;;;;;;;;
0000020894;27/07/2026;EUR;0001;609990;0;B00002721S;GL1253695D;126.48;0;GL1253695D;THO;;MAIN  D'OEUVRE AU THO;2.04;27/07/2026;B00000005F;;;;;;;;;;
0000020895;27/07/2026;EUR;0001;609990;0;B00002657V;GL1358858G;61751.56;0;GL1358858G;THO;;MAIN  D'OEUVRE AU THO;995.99;27/07/2026;B00000005F;;;;;;;;;;
0000020896;27/07/2026;EUR;0001;609990;0;B00002657V;GL0031732J;7596.24;0;GL0031732J;THO;;MAIN  D'OEUVRE AU THO;122.52;27/07/2026;B00000005F;;;;;;;;;;
0000020897;27/07/2026;EUR;0001;609990;0;B00002657V;GL1427486T;10655.47;0;GL1427486T;THO;;MAIN  D'OEUVRE AU THO;171.86;27/07/2026;B00000005F;;;;;;;;;;
0000020898;27/07/2026;EUR;0001;609990;0;B00002657V;GL1479411Z;38.23;0;GL1479411Z;THO;;MAIN  D'OEUVRE AU THO;0.62;27/07/2026;B00000005F;;;;;;;;;;
0000020899;27/07/2026;EUR;0001;609990;0;B00002657V;GL0771871B;1054.11;0;GL0771871B;THO;;MAIN  D'OEUVRE AU THO;17.0;27/07/2026;B00000005F;;;;;;;;;;
0000020900;27/07/2026;EUR;0001;609990;0;B00002657V;GL0351694C;81.99;0;GL0351694C;THO;;MAIN  D'OEUVRE AU THO;1.32;27/07/2026;B00000005F;;;;;;;;;;
0000020901;27/07/2026;EUR;0001;609990;0;B00002721S;GL1116215B;3095.35;0;GL1116215B;THO;;MAIN  D'OEUVRE AU THO;49.93;27/07/2026;B00000005F;;;;;;;;;;
0000020902;27/07/2026;EUR;0001;609990;0;B00001973S;GL1542629M;241.18;0;GL1542629M;THO;;MAIN  D'OEUVRE AU THO;3.89;27/07/2026;B00000005F;;;;;;;;;;
0000020903;27/07/2026;EUR;0001;609990;0;B00002721S;GL1636134T;39.68;0;GL1636134T;THO;;MAIN  D'OEUVRE AU THO;0.64;27/07/2026;B00000005F;;;;;;;;;;
0000020904;27/07/2026;EUR;0001;609990;0;B00002721S;GL1636133S;83.08;0;GL1636133S;THO;;MAIN  D'OEUVRE AU THO;1.34;27/07/2026;B00000005F;;;;;;;;;;
0000020905;27/07/2026;EUR;0119;609990;0;B00002683Z;GL0746580L;40250.00;0;GL0746580L;THO;;MAIN  D'OEUVRE AU THO;700.0;27/07/2026;B00000001B;;;;;;;;;;
0000020906;27/07/2026;EUR;0119;609990;0;B00002683Z;GL1562996G;16301.25;0;GL1562996G;THO;;MAIN  D'OEUVRE AU THO;283.5;27/07/2026;B00000001B;;;;;;;;;;
0000020907;27/07/2026;EUR;0119;609990;0;B00002634T;GL0512765M;5905.25;0;GL0512765M;THO;;MAIN  D'OEUVRE AU THO;102.7;27/07/2026;B00000001B;;;;;;;;;;
0000020908;27/07/2026;EUR;0119;609990;0;B00002633S;GL0512768R;14605.00;0;GL0512768R;THO;;MAIN  D'OEUVRE AU THO;254.0;27/07/2026;B00000001B;;;;;;;;;;
0000020909;27/07/2026;EUR;0119;609990;0;B00002683Z;GL1423946W;7187.50;0;GL1423946W;THO;;MAIN  D'OEUVRE AU THO;125.0;27/07/2026;B00000001B;;;;;;;;;;
0000020910;27/07/2026;EUR;0119;609990;0;B00002634T;GL0512858T;1581.25;0;GL0512858T;THO;;MAIN  D'OEUVRE AU THO;27.5;27/07/2026;B00000001B;;;;;;;;;;
0000020911;27/07/2026;EUR;0001;609990;0;B00002691H;GL0530802J;24363.84;0;GL0530802J;THO;;MAIN  D'OEUVRE AU THO;284.92;27/07/2026;B00000007H;;;;;;;;;;
0000020912;27/07/2026;EUR;0001;609990;0;B00002691H;GL1655185S;13386.60;0;GL1655185S;THO;;MAIN  D'OEUVRE AU THO;156.55;27/07/2026;B00000007H;;;;;;;;;;
0000020913;27/07/2026;EUR;0001;609990;0;B00002691H;GL0232752R;2062.51;0;GL0232752R;THO;;MAIN  D'OEUVRE AU THO;24.12;27/07/2026;B00000007H;;;;;;;;;;
0000020914;27/07/2026;EUR;0001;609990;0;B00002691H;GL1441022A;13161.70;0;GL1441022A;THO;;MAIN  D'OEUVRE AU THO;153.92;27/07/2026;B00000007H;;;;;;;;;;
0000020915;27/07/2026;EUR;0001;609990;0;B00002691H;GL0712821Z;285.61;0;GL0712821Z;THO;;MAIN  D'OEUVRE AU THO;3.34;27/07/2026;B00000007H;;;;;;;;;;
0000020916;27/07/2026;EUR;0001;609990;0;B00002691H;GL0009500W;560.95;0;GL0009500W;THO;;MAIN  D'OEUVRE AU THO;6.56;27/07/2026;B00000007H;;;;;;;;;;
0000020917;27/07/2026;EUR;0001;609990;0;B00002691H;GL0839722E;1997.52;0;GL0839722E;THO;;MAIN  D'OEUVRE AU THO;23.36;27/07/2026;B00000007H;;;;;;;;;;
0000020918;27/07/2026;EUR;0001;609990;0;B00002691H;GL0464983P;1484.46;0;GL0464983P;THO;;MAIN  D'OEUVRE AU THO;17.36;27/07/2026;B00000007H;;;;;;;;;;
